Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
1.0672929315128226,5.991994609800665,1.0018770833970247,0.9529137257050098,4.025269955992379,0.9875607012769295,0.9983790742153138,1.079291336537387,1.0272115945505382,0.9604473219861631,1.0142521706601633,1.0016776739749125,0.9610892989464926,1.031367991619364,1.0135263462387687,1.0080138125739488,0.9929435120559128,9
2.0168537354846108,2.091334968540847,2.027112262736844,1.968908548309752,1.977854286663275,2.037739429289481,1.9802575053060218,1.901077863229526,1.9587571588523411,1.9880255680729062,2.0345260674541463,1.9430791161682337,1.9868852607747602,2.0077484966113563,2.002465697231933,5.927713813759011,2.0365834986062636,10
3.9663337124615428,4.0124611596752375,4.077554209366863,3.97797309705059,4.001626312374341,3.9108234177346475,4.012349879838511,3.9164938589152065,4.080171269180546,3.9847535265394214,3.951387796715507,4.0296671584339885,3.9843529629223644,5.056547099294493,3.962336450657493,4.033893570146253,5.978927131719058,8
1.005728598818636,-0.01238293718117905,0.9503082824392056,1.075439061785364,1.0127943606609222,0.9596000091236511,1.078096006967746,0.9933765671785505,1.0516877372722642,0.9272997953237962,0.9409474634766137,1.0322270905465383,0.9619343870510332,5.991265871405707,0.9918904231745109,1.0164773619686185,0.904515184750699,4
0.9445874889960909,0.9323749057659784,0.9837818983152293,6.008290644148534,1.1019298692061608,1.0647475394629449,0.9755817439967062,0.9389135126432755,1.0360106811881873,2.0407626694369636,1.0536600754317929,0.971050465069889,0.9900806571715385,0.9719061424110048,1.0351231755921315,0.9935271040964239,0.9840404433107939,5
0.9651092995157133,0.9912340056682508,1.0785676408342681,6.06488591663961,0.9817878403816124,1.0110819022976993,1.0364597629740795,0.9716191079077671,1.0609676760339637,0.9466091685822278,0.9925967620473549,1.002151763706901,0.9995869799543504,5.030002270958298,0.9331437137516125,1.0269773046143564,0.9736589202502085,5
4.117384099709457,4.007225233065445,4.0476779467351784,3.965960310905969,4.100092115733569,4.017664300362879,2.0723739054294845,4.0675308936098755,5.981446198012602,4.045378701094381,3.91498012987755,3.9662291110837016,3.986770361453907,3.9935692146315542,4.003210500569291,3.9153511439880844,3.9433780279701485,11
0.038649534813676924,-0.05554519428318816,-0.013584844880898693,0.0547623877362899,-0.09841492567938992,0.05485576022837009,4.045737952788745,0.050062287256484796,-0.011043825567351997,0.09067686503317275,6.026004700740105,-0.04998198754908715,0.044876345294368535,0.025399378169905663,0.004366677041703681,0.028918833240773295,0.06297527263398976,0
3.0409864359392222,3.006398319459774,2.974926003413205,2.9664663064870878,3.052909820098188,6.0143805325904225,2.9734183736361555,2.9683885916152817,3.011490199684514,2.993898806997575,3.031939416408013,-0.017508667164951947,3.0502729454535076,2.958605592963278,2.9630462268829407,2.9982362267805573,2.971437819662869,14
-0.033653509518440726,0.045869801238937996,3.9821135701896364,0.024767962490183634,0.09330566898002457,5.951170416838996,-0.02341424199341552,-0.09253402894810059,-0.0305058235128777,0.04324761978405159,-0.008769912841539787,-0.004504037217517957,0.049443547737591985,0.09351802991924679,0.004786132193261851,-0.023351347959023622,0.0030799081043771034,14
5.010185317139128,5.0543320473603774,5.090791498905936,4.920303460628846,5.012236226875558,6.043502111992789,4.012747716033086,5.0794397611627575,5.0185951623802465,5.061276415756591,5.058164744293723,5.046574127176744,5.02417575322235,5.0619528795948385,5.119834774975968,5.016325615412498,5.0412096614931725,14
4.016790967488292,4.019086557318161,4.048149226871522,4.008369767572686,3.976419599796292,4.0543651982291,3.924285137433364,5.9956143046921095,4.096176436135317,5.028165307689386,3.9951986646366806,4.021388523244006,3.969817350927494,3.9446307951688016,3.936618706462163,4.082575069736804,4.029514619817655,13
2.0670095430413844,1.9914782602438372,2.095103268666009,2.0044626908699743,1.978967784278173,1.9432582714826967,1.8943163480333687,1.9872436422047435,0.05327476416603466,5.994887473012778,2.0181477725169925,2.016386435321606,2.017290510116216,1.971432206398244,2.0051541548306826,2.0764230096791136,2.1031382632313727,16
4.995742301265608,4.939192758817568,4.933554712245485,5.064530429592857,6.090634329288797,4.99117431285615,5.013777461189575,4.955913841212451,4.950279640931996,4.995031770657859,1.0921568911296589,4.898346602800226,4.986336371166515,4.956710336272668,5.02898880110515,5.017275618571033,4.933957750877041,12
2.0601730974354533,2.015577505908381,1.9579792003607022,2.0071269978836943,1.968575718485837,1.9780571538859764,1.9985295751344674,1.982369945004303,1.997288970575963,2.0155842812860656,1.982270203388009,1.9775150760179232,2.0117851069709856,1.9765429193572908,1.9299556470950243,6.023434648174853,-0.060729240438080756,10
4.09272104923564,3.9942745526532715,3.97972722974328,4.000649603279524,3.99567746531996,4.030884484731618,3.9629797550505304,3.960441064735908,4.048190356839542,-0.06467811439168014,3.999565188675618,3.993244615889562,3.994207255939264,3.995208315734051,3.9797755375804567,3.9689170884800777,5.993938267030721,8
1.929262277793264,1.9754967045073506,5.961888392582725,1.9522309244370577,2.053506181635925,5.045146464764166,2.0953496355879246,2.0117343704183694,2.0275889729186534,2.11140586704705,2.0421318787320777,2.0531667961907174,1.8785825031347387,1.9208162544986098,1.9683753067494583,2.055613813444847,2.112873615745612,2
2.98330970210704,3.0824997646422365,3.1300584727566636,3.062302377718446,3.0061489636245593,2.9717343051694374,3.035321319767046,3.04644306034593,3.0136848628246082,3.079873870694839,3.0377391456778717,5.990481261402773,2.932979654434406,2.9426879359836784,2.9950326684939483,3.0242079679516416,2.9668413921803123,15
4.014751063806345,3.973746620689078,3.971649630938814,3.984539680249706,3.9847453702225737,4.0676861142230765,3.9473687937101714,3.044710133929679,3.998631107079894,4.049599612471604,3.9829485039323935,3.961192846941963,3.8503229928289957,5.999505986672624,4.004580176250448,3.9245538847213552,3.9467023985223837,4
